Web link,URN,Provision type,Registration Status,Name,Address 1,Address 2,Town,County,Postcode,Government Office Region,Local authority,Sector,Places,Event type,Inspection date,Event number,Overall effectiveness,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
Ofsted Social Care Provider Webpage,SC037481,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Reading,Local Authority,7,Full inspection,03/06/2016,10013573,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC037596,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,4,Interim inspection,23/09/2016,10015665,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC037596,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,4,Full inspection,26/05/2016,10013577,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC037762,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Portsmouth,Local Authority,7,Interim inspection,07/06/2016,10015669,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC037861,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Darlington,Local Authority,3,Full inspection,12/05/2016,10013582,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC037910,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Hampshire,Local Authority,4,Interim inspection,22/09/2016,10015671,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC037941,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cumbria,Local Authority,7,Full inspection,21/07/2016,10013585,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC037984,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Darlington,Local Authority,3,Full inspection,15/04/2016,10013586,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC037986,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Bracknell Forest,Local Authority,5,Full inspection,09/06/2016,10013587,Outstanding,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC039414,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Sheffield,Local Authority,4,Full inspection,31/08/2016,10013624,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC039559,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Halton,Local Authority,4,Full inspection,02/06/2016,10013625,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC039683,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Full inspection,03/05/2016,10013629,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC039689,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Full inspection,03/06/2016,10013630,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC039897,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Dudley,Local Authority,4,Full inspection,28/09/2016,10013631,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC377825,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,3,Full inspection,05/08/2016,10014118,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC378187,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,2,Full inspection,27/09/2016,10014121,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC378407,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Private,2,Full inspection,15/09/2016,10014123,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC378464,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Central Bedfordshire,Private,3,Full inspection,01/06/2016,10014124,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC378600,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Leicestershire,Private,4,Full inspection,22/06/2016,10014125,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC379104,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Essex,Private,4,Full inspection,22/04/2016,10014126,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC379123,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Telford and Wrekin,Private,5,Full inspection,21/09/2016,10014127,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC379357,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,3,Full inspection,26/05/2016,10014130,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC380956,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,North East Lincolnshire,Local Authority,3,Full inspection,16/08/2016,10014132,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1220887,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Full inspection,09/06/2016,10015200,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1221700,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,5,Full inspection,20/09/2016,10021582,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC031504,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bristol,Local Authority,10,Full inspection,31/08/2016,10013362,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC031763,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Lincolnshire,Private,3,Full inspection,18/08/2016,10013364,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC032058,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Buckinghamshire,Local Authority,6,Full inspection,16/09/2016,10013366,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC032069,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Leicestershire,Voluntary,8,Full inspection,22/06/2016,10013367,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC032167,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Doncaster,Voluntary,10,Full inspection,17/05/2016,10013371,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC032315,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Local Authority,5,Interim inspection,11/05/2016,10015464,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC032439,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Local Authority,8,Full inspection,06/09/2016,10013377,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC032468,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Waltham Forest,Private,4,Interim inspection,20/07/2016,10015466,Not judged,,,,
Ofsted Social Care Provider Webpage,SC032496,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Trafford,Local Authority,6,Interim inspection,24/06/2016,10015468,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC032502,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Hillingdon,Local Authority,13,Full inspection,28/09/2016,10013381,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC032517,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Hillingdon,Local Authority,6,Full inspection,07/09/2016,10013382,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC032600,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Hounslow,Local Authority,6,Full inspection,10/08/2016,10013385,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC367737,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bristol,Private,3,Monitoring inspection,24/05/2016,10020344,,,,,
Ofsted Social Care Provider Webpage,SC367737,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bristol,Private,3,Full inspection,21/04/2016,10014061,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC367802,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,North East Lincolnshire,Local Authority,2,Full inspection,02/06/2016,10013131,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC368137,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Devon,Private,2,Full inspection,21/04/2016,10014064,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC368637,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Full inspection,27/05/2016,10014067,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC368821,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Sutton,Private,6,Monitoring inspection,10/08/2016,10022079,,,,,
Ofsted Social Care Provider Webpage,SC368821,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Sutton,Private,6,Full inspection,14/07/2016,10016159,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC368821,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Sutton,Private,6,Full inspection,18/05/2016,10014069,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC368934,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Cornwall,Local Authority,21,Full inspection,29/07/2016,10014071,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC369144,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Tameside,Private,6,Interim inspection,29/09/2016,10016162,Not judged,,,,
Ofsted Social Care Provider Webpage,SC471289,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Knowsley,Voluntary,3,Full inspection,14/09/2016,10014839,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC471581,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,2,Full inspection,26/07/2016,10014840,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC471672,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,4,Full inspection,06/05/2016,10014841,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC471672,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,4,Monitoring inspection,01/04/2016,10012815,,,,,
Ofsted Social Care Provider Webpage,SC398482,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Full inspection,23/08/2016,10014249,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC398947,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Durham,Private,6,Full inspection,26/05/2016,10014250,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC399586,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Doncaster,Private,2,Full inspection,10/08/2016,10014253,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC399866,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Isle of Wight,Private,7,Full inspection,20/07/2016,10014254,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC400355,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Stockport,Private,3,Full inspection,10/08/2016,10014259,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC400880,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,4,Full inspection,19/05/2016,10014260,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC400901,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Voluntary,6,Full inspection,22/04/2016,10014261,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC401364,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Shropshire,Private,92,Full inspection,29/06/2016,10014262,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC401685,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,23,Full inspection,28/07/2016,10014264,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC402135,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Hampshire,Private,4,Full inspection,02/06/2016,10014266,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC402370,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,54,Monitoring inspection,24/08/2016,10022189,,,,,
Ofsted Social Care Provider Webpage,SC426530,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Surrey,Private,3,Monitoring inspection,14/04/2016,10018382,,,,,
Ofsted Social Care Provider Webpage,SC426751,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Derbyshire,Private,8,Full inspection,20/07/2016,10014442,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC427165,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottingham,Local Authority,3,Full inspection,27/07/2016,10014443,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC431931,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Knowsley,Private,3,Full inspection,09/06/2016,10014481,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC063059,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Warrington,Private,4,Full inspection,30/06/2016,10013811,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC063059,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Warrington,Private,4,Monitoring inspection,04/05/2016,10018454,,,,,
Ofsted Social Care Provider Webpage,SC063080,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Croydon,Private,5,Full inspection,14/09/2016,10013812,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC063110,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Suffolk,Local Authority,5,Monitoring inspection,15/06/2016,10021003,,,,,
Ofsted Social Care Provider Webpage,SC063110,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Suffolk,Local Authority,5,Full inspection,22/04/2016,10013814,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC063116,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,6,Full inspection,19/05/2016,10013815,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC063219,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Newham,Private,5,Full inspection,25/05/2016,10013818,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC063259,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,8,Full inspection,12/04/2016,10013819,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC063285,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Full inspection,10/08/2016,10013821,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC063318,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wirral,Private,4,Full inspection,08/06/2016,10013822,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC063380,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Telford and Wrekin,Private,4,Full inspection,24/06/2016,10013823,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC063653,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,2,Full inspection,10/08/2016,10013826,Good,,,Requires improvement,Requires improvement
